SOC,SOH,Operating conditions,DischargingBattery,Temperature(°C),Initial capacity (Ah),EOL capacity(Ah),Current(A),Cut-off voltage(V)
68,94,Constant current discharge,Yes,23.8,1844,927.1,9.7,3.2
67,94,Constant current discharge,Yes,23.6,1876,912.5,9.6,3.2
64,92,Constant current discharge,Yes,23.5,1852,912.5,9.4,3.2
100,100,Constant current discharge,Yes,25.1,2010,1007.8,10.4,3.1
56,94,Constant current discharge,Yes,23.5,1894,916.1,9.5,3.2
95,98,Constant current discharge,Yes,25,2010,971.3,10,3.2
92,97,Constant current discharge,Yes,24.9,1998,1000.2,9.9,3.2
75,98,Constant current discharge,Yes,24.1,2010,996,10.3,3.1
98,94,Constant current discharge,Yes,24.8,2010,965.3,10.3,3.2
65,94,Constant current discharge,Yes,23.5,1871,918.3,9.8,3.2
66,93,Constant current discharge,Yes,23.8,1878,927.5,9.8,3.2
98,99,Constant current discharge,Yes,25,1983,981.4,10.2,3.1
64,93,Constant current discharge,Yes,23.5,1876,912.5,9.8,3.2
91,97,Constant current discharge,Yes,25.1,1995,969.7,9.9,3.1
62,93,Constant current discharge,Yes,23.5,1844,912.5,9.9,3.2
100,99,Constant current discharge,Yes,25.1,2010,1011.8,10.4,3.1
100,99,Constant current discharge,Yes,25.3,1981,1006.4,10.4,3.1
58,92,Constant current discharge,Yes,23.5,1833,912.5,9.6,3.2
59,93,Constant current discharge,Yes,23.7,1849,919.1,10,3.2
89,99,Constant current discharge,Yes,25,2010,976.3,10.2,3.2
76,92,Constant current discharge,Yes,23.8,1860,932,9.6,3.2
68,93,Constant current discharge,Yes,23.7,1850,962.3,9.6,3.2
62,93,Constant current discharge,Yes,23.5,1867,912.5,9.7,3.2
96,99,Constant current discharge,Yes,24.8,1969,1006.5,10.3,3.2
91,100,Constant current discharge,Yes,25,2010,1018.6,10.4,3.1
80,99,Constant current discharge,Yes,24.6,2010,981.2,9.9,3.2
66,94,Constant current discharge,Yes,23.6,1855,912.5,9.8,3.2
62,92,Constant current discharge,Yes,23.6,1831,919.8,9.9,3.2
100,99,Constant current discharge,Yes,25.3,2010,1002.8,10.4,3.1
60,93,Constant current discharge,Yes,24.1,1867,923.7,9.6,3.2
66,94,Constant current discharge,Yes,23.7,1845,919.8,9.8,3.2
91,98,Constant current discharge,Yes,24,1885,915.5,9.6,3.2
96,99,Constant current discharge,Yes,24.9,2010,984.6,10.1,3.1
95,99,Constant current discharge,Yes,24.1,2010,999,10,3.2
71,93,Constant current discharge,Yes,24.1,1839,923.3,9.9,3.2
62,92,Constant current discharge,Yes,23.6,1828,912.5,9.7,3.2
90,99,Constant current discharge,Yes,24.9,2010,994,10.2,3.1
86,98,Constant current discharge,Yes,24.7,2010,965.2,9.9,3.2
66,94,Constant current discharge,Yes,23.6,1795,912.5,9.5,3.2
61,92,Constant current discharge,Yes,23.7,1835,912.5,9.8,3.2
84,97,Constant current discharge,Yes,24.7,1984,965.7,10.4,3.2
100,100,Constant current discharge,Yes,24.9,1978,1001,10.4,3.2
73,98,Constant current discharge,Yes,23.8,1792,976,10.1,3.2
89,99,Constant current discharge,Yes,25.2,1981,979.5,10.3,3.1
57,93,Constant current discharge,Yes,23.5,1858,912.5,9.7,3.2
67,92,Constant current discharge,Yes,23.8,1880,912.5,9.5,3.2
94,100,Constant current discharge,Yes,25.3,2010,982.9,10.3,3.1
62,94,Constant current discharge,Yes,23.6,1866,931.8,9.7,3.2
69,99,Constant current discharge,Yes,25,1825,987.1,9.9,3.2
70,94,Constant current discharge,Yes,23.6,1890,923.7,9.7,3.2
68,95,Constant current discharge,Yes,23.8,1818,912.5,10.2,3.2
95,98,Constant current discharge,Yes,25,1974,986.7,10.1,3.2
100,100,Constant current discharge,Yes,25.3,2010,974.8,10.4,3.1
98,100,Constant current discharge,Yes,25,2010,988.4,10.1,3.1
82,100,Constant current discharge,Yes,25.1,1959,995.8,9.9,3.2
55,93,Constant current discharge,Yes,23.5,1839,912.5,9.5,3.2
94,99,Constant current discharge,Yes,24.6,2010,1003.5,10.4,3.1
66,94,Constant current discharge,Yes,23.5,1895,922.9,10,3.2
66,93,Constant current discharge,Yes,23.7,1845,912.5,10.3,3.2
72,93,Constant current discharge,Yes,23.8,1895,1001.5,10.1,3.2
62,92,Constant current discharge,Yes,23.9,1843,912.5,9.5,3.2
81,98,Constant current discharge,Yes,24.6,2009,983.8,10,3.2
67,93,Constant current discharge,Yes,23.5,1848,917.6,9.4,3.2
100,100,Constant current discharge,Yes,24.9,2010,967.6,10.4,3.1
62,95,Constant current discharge,Yes,23.6,1835,914,10.2,3.2
70,93,Constant current discharge,Yes,23.5,1877,917.5,9.7,3.2
70,98,Constant current discharge,Yes,23.7,1823,912.5,9.9,3.2
94,99,Constant current discharge,Yes,24.9,1984,1000.5,10.4,3.1
100,99,Constant current discharge,Yes,25.1,1987,1001.4,10.4,3.1
64,94,Constant current discharge,Yes,23.8,1855,931.2,10.3,3.2
91,99,Constant current discharge,Yes,24.4,2010,979.1,10,3.2
98,99,Constant current discharge,Yes,24.9,2010,1008.3,10.4,3.1
66,92,Constant current discharge,Yes,23.5,1826,912.5,9.6,3.2
61,93,Constant current discharge,Yes,23.6,1817,912.5,9.4,3.2
96,100,Constant current discharge,Yes,24,1998,987.4,10.4,3.2
55,93,Constant current discharge,Yes,23.8,1833,912.7,9.8,3.2
100,99,Constant current discharge,Yes,25.3,2010,982.2,10.4,3.1
100,100,Constant current discharge,Yes,25.3,2010,992.7,10.4,3.2
96,99,Constant current discharge,Yes,24.9,2007,1000.3,10.2,3.1
100,99,Constant current discharge,Yes,24.9,2010,988.6,10.3,3.1
97,99,Constant current discharge,Yes,23.5,2001,930.6,9.8,3.2
63,91,Constant current discharge,Yes,23.8,1890,924.3,9.6,3.2
86,98,Constant current discharge,Yes,24.9,1946,979.4,10.2,3.1
55,92,Constant current discharge,Yes,23.5,1878,912.5,9.7,3.2
75,97,Constant current discharge,Yes,23.5,1997,980.9,10.1,3.2
95,97,Constant current discharge,Yes,24.1,1982,922.2,10.3,3.2
68,93,Constant current discharge,Yes,23.7,1870,912.5,9.6,3.2
90,100,Constant current discharge,Yes,24.8,1981,990.1,10.4,3.2
88,96,Constant current discharge,Yes,24.1,1997,990,10.4,3.1
98,100,Constant current discharge,Yes,25.3,2010,999.3,10.4,3.1
92,98,Constant current discharge,Yes,25.3,2010,978.9,10.2,3.2
69,93,Constant current discharge,Yes,23.7,1868,912.5,9.8,3.2
55,94,Constant current discharge,Yes,23.6,1834,931.2,9.4,3.2
70,99,Constant current discharge,Yes,24.3,1871,962.8,10.3,3.2
73,95,Constant current discharge,Yes,23.9,1899,914.7,10.1,3.2
67,94,Constant current discharge,Yes,23.8,1825,914.2,10.1,3.2
96,98,Constant current discharge,Yes,25.2,1990,985,10.3,3.1
64,93,Constant current discharge,Yes,23.5,1830,912.5,9.5,3.2
100,100,Constant current discharge,Yes,24.8,2010,1010,10.4,3.1
66,93,Constant current discharge,Yes,23.9,1905,912.8,10.1,3.2
64,93,Constant current discharge,Yes,23.5,1881,914.4,9.6,3.2
68,91,Constant current discharge,Yes,23.7,1799,919.9,9.7,3.2
99,99,Constant current discharge,Yes,24.7,1927,993.6,10.1,3.1
100,100,Constant current discharge,Yes,25.2,2010,991.5,10.3,3.1
67,92,Constant current discharge,Yes,24.1,2004,928.2,9.6,3.2
92,100,Constant current discharge,Yes,25.1,2010,976.5,10.2,3.1
64,92,Constant current discharge,Yes,23.5,1852,912.5,9.6,3.2
55,97,Constant current discharge,Yes,23.9,1882,930.2,10.2,3.2
68,94,Constant current discharge,Yes,24.1,1903,912.5,9.7,3.2
100,100,Constant current discharge,Yes,24.9,1980,997.3,10.2,3.1
98,99,Constant current discharge,Yes,25.3,2010,994.9,10.4,3.1
100,99,Constant current discharge,Yes,25.2,2010,998.7,10.4,3.1
69,98,Constant current discharge,Yes,24.2,1946,922.9,10.1,3.2
95,99,Constant current discharge,Yes,23.7,2003,912.5,10,3.2
90,93,Constant current discharge,Yes,24,1846,915.9,9.5,3.2
66,92,Constant current discharge,Yes,23.5,1848,912.5,10.3,3.2
57,93,Constant current discharge,Yes,24.1,1847,956,9.6,3.2
55,93,Constant current discharge,Yes,23.7,1827,916.4,10,3.2
92,98,Constant current discharge,Yes,24.6,2007,969.7,10.1,3.2
100,99,Constant current discharge,Yes,24.7,2010,923.2,10.2,3.1
87,99,Constant current discharge,Yes,25.1,2010,990.8,10.4,3.1
72,93,Constant current discharge,Yes,23.6,1900,912.5,9.6,3.2
94,93,Constant current discharge,Yes,23.6,1958,963.5,10.1,3.2
70,93,Constant current discharge,Yes,23.5,1837,912.5,9.4,3.2
90,99,Constant current discharge,Yes,24.7,1952,983.9,10.2,3.1
69,93,Constant current discharge,Yes,23.5,1806,938.1,9.4,3.2
69,94,Constant current discharge,Yes,23.6,1890,925.5,9.6,3.2
65,95,Constant current discharge,Yes,23.8,1849,923.4,9.7,3.2
67,94,Constant current discharge,Yes,23.6,1813,912.5,10.1,3.2
61,94,Constant current discharge,Yes,23.6,1820,927.5,9.8,3.2
74,92,Constant current discharge,Yes,23.7,1858,937.2,9.4,3.2
89,100,Constant current discharge,Yes,25.1,1938,991.2,10.4,3.2
95,98,Constant current discharge,Yes,24.4,1910,991.7,10.2,3.2
98,100,Constant current discharge,Yes,25,1960,990.9,10.2,3.1
100,100,Constant current discharge,Yes,25.3,2010,992.3,10.4,3.1
76,98,Constant current discharge,Yes,24.8,1953,912.5,10,3.2
55,92,Constant current discharge,Yes,23.6,1841,912.5,9.6,3.2
97,99,Constant current discharge,Yes,24.8,1982,994.9,9.7,3.2
94,99,Constant current discharge,Yes,24.8,1986,973.3,10.4,3.2
91,98,Constant current discharge,Yes,23.9,2001,929,10.2,3.1
65,92,Constant current discharge,Yes,23.5,1962,921,9.9,3.2
92,98,Constant current discharge,Yes,25.3,2010,967.9,10.4,3.1
69,92,Constant current discharge,Yes,23.5,1845,938.1,9.7,3.2
97,98,Constant current discharge,Yes,24.4,1978,964.3,9.9,3.1
97,98,Constant current discharge,Yes,24.2,1978,958.6,10.2,3.2
68,92,Constant current discharge,Yes,23.8,1855,912.5,9.8,3.2
67,94,Constant current discharge,Yes,23.5,1817,915.1,9.6,3.2
95,98,Constant current discharge,Yes,25.1,2010,976.8,10.1,3.1
67,93,Constant current discharge,Yes,23.6,1799,912.5,9.5,3.2
66,98,Constant current discharge,Yes,24.1,2007,912.5,9.8,3.2
64,94,Constant current discharge,Yes,23.9,1825,915.7,9.7,3.2
65,94,Constant current discharge,Yes,24,1868,920.9,9.6,3.2
100,100,Constant current discharge,Yes,25.2,2010,994.9,10.4,3.1
69,94,Constant current discharge,Yes,23.7,1860,912.5,9.5,3.2
93,98,Constant current discharge,Yes,24.8,2010,973.6,10.2,3.2
66,91,Constant current discharge,Yes,24.1,1838,912.5,9.6,3.2
67,93,Constant current discharge,Yes,23.7,1859,912.5,9.9,3.2
67,93,Constant current discharge,Yes,23.6,1831,912.5,9.7,3.2
92,98,Constant current discharge,Yes,25,1975,970.2,10.3,3.2
69,91,Constant current discharge,Yes,23.8,1843,912.5,9.9,3.2
71,98,Constant current discharge,Yes,24.7,2001,980.8,10,3.2
63,92,Constant current discharge,Yes,23.8,1847,912.5,10.1,3.2
67,94,Constant current discharge,Yes,23.8,1949,995.4,10.3,3.2
89,98,Constant current discharge,Yes,24.9,2010,975.1,10.3,3.2
70,93,Constant current discharge,Yes,24,1816,918.8,9.7,3.2
70,100,Constant current discharge,Yes,24.9,1848,925.9,9.6,3.2
94,98,Constant current discharge,Yes,24.6,1911,1005.1,10.2,3.2
76,97,Constant current discharge,Yes,24,1865,983,10.1,3.2
100,100,Constant current discharge,Yes,25,2010,1015.1,10.4,3.1
98,98,Constant current discharge,Yes,24.6,2010,992.7,10.2,3.2
100,99,Constant current discharge,Yes,24.9,2005,998.4,10.4,3.1
96,91,Constant current discharge,Yes,23.7,1990,979.9,9.6,3.2
87,95,Constant current discharge,Yes,23.5,1822,983.7,9.7,3.2
94,99,Constant current discharge,Yes,24.9,2010,993.5,10.4,3.1
64,95,Constant current discharge,Yes,23.7,1857,912.5,9.6,3.2
100,100,Constant current discharge,Yes,24.8,2010,986,10.4,3.1
96,100,Constant current discharge,Yes,24.7,2010,1015.9,10.2,3.2
93,99,Constant current discharge,Yes,24.8,2010,998.2,10.3,3.2
70,94,Constant current discharge,Yes,23.5,1855,936.1,9.5,3.2
70,99,Constant current discharge,Yes,23.9,1991,980.6,10.1,3.1
68,93,Constant current discharge,Yes,24.1,1887,912.5,10,3.2
72,93,Constant current discharge,Yes,23.8,1826,912.5,9.6,3.2
92,98,Constant current discharge,Yes,23.8,1942,982.3,10.3,3.2
60,93,Constant current discharge,Yes,24.2,1838,912.5,9.7,3.2
74,92,Constant current discharge,Yes,23.9,1853,912.6,10,3.2
71,91,Constant current discharge,Yes,25.2,1990,942.6,10,3.2
66,93,Constant current discharge,Yes,23.5,1821,912.5,9.5,3.2
93,100,Constant current discharge,Yes,25.2,2010,1001.2,10.4,3.1
94,98,Constant current discharge,Yes,25,2002,938.1,10.1,3.1
100,98,Constant current discharge,Yes,24.8,1987,999.3,10,3.1
55,93,Constant current discharge,Yes,23.5,1874,912.5,9.7,3.2
59,95,Constant current discharge,Yes,23.8,1853,912.5,9.7,3.2
85,99,Constant current discharge,Yes,24.9,1996,976.7,10.2,3.1
95,100,Constant current discharge,Yes,25.3,2010,1001.7,10.4,3.1
100,100,Constant current discharge,Yes,25.3,2010,1017.1,10.4,3.1
68,92,Constant current discharge,Yes,23.5,1823,912.5,9.4,3.2
60,93,Constant current discharge,Yes,23.5,1838,922.1,10.2,3.2
91,98,Constant current discharge,Yes,25.2,2010,997.5,10.2,3.2
96,99,Constant current discharge,Yes,25,2010,1007.6,10.4,3.1
100,99,Constant current discharge,Yes,24.7,1944,1008.7,10,3.2
58,94,Constant current discharge,Yes,23.9,1874,912.5,9.5,3.2
97,98,Constant current discharge,Yes,24.8,1977,968,10.3,3.2
57,93,Constant current discharge,Yes,23.6,1832,912.5,9.7,3.2
67,93,Constant current discharge,Yes,24.1,1847,912.5,9.7,3.2
70,91,Constant current discharge,Yes,23.6,1823,913.5,9.4,3.2
90,99,Constant current discharge,Yes,25,1953,912.5,10.1,3.2
69,92,Constant current discharge,Yes,23.8,1876,941,9.4,3.2
73,98,Constant current discharge,Yes,25.1,2009,982.7,10.2,3.2
100,100,Constant current discharge,Yes,25.2,2006,977.6,10.1,3.1
100,100,Constant current discharge,Yes,25.3,2010,978,10.4,3.1
100,97,Constant current discharge,Yes,24.6,2004,996,10.4,3.2
68,93,Constant current discharge,Yes,23.9,1840,912.5,9.8,3.2
90,99,Constant current discharge,Yes,25.2,2010,982.5,9.7,3.1
60,93,Constant current discharge,Yes,23.5,1865,912.5,9.8,3.2
66,93,Constant current discharge,Yes,24.3,1886,929.4,10.1,3.2
100,100,Constant current discharge,Yes,25.1,2010,994.2,10.3,3.2
84,98,Constant current discharge,Yes,25.2,1979,975.2,10.2,3.1
83,92,Constant current discharge,Yes,23.9,1802,915.7,10,3.2
98,98,Constant current discharge,Yes,24.7,1988,974.1,10.1,3.1
66,93,Constant current discharge,Yes,23.7,1840,912.8,9.6,3.2
70,93,Constant current discharge,Yes,23.7,1991,946.9,9.5,3.2
90,99,Constant current discharge,Yes,24,2010,1005.8,10,3.1
94,98,Constant current discharge,Yes,24.8,2010,967.9,10,3.1
69,92,Constant current discharge,Yes,23.5,1832,912.5,9.6,3.2
95,100,Constant current discharge,Yes,24,2010,981.2,9.7,3.2
63,92,Constant current discharge,Yes,23.8,1866,920.2,9.8,3.2
68,94,Constant current discharge,Yes,23.7,1888,924.5,9.7,3.2
64,92,Constant current discharge,Yes,23.7,1829,912.5,9.7,3.2
63,92,Constant current discharge,Yes,23.7,1933,912.5,9.7,3.2
73,92,Constant current discharge,Yes,23.5,1789,912.5,9.4,3.2
72,95,Constant current discharge,Yes,23.5,1845,912.5,10.1,3.2
92,98,Constant current discharge,Yes,25,1946,922.4,9.7,3.2
80,98,Constant current discharge,Yes,23.9,1952,980.3,10.2,3.2
100,100,Constant current discharge,Yes,25.3,2010,972.5,10.3,3.1
96,99,Constant current discharge,Yes,24.8,1996,1003.9,10.3,3.1
80,99,Constant current discharge,Yes,23.8,2002,912.5,10.2,3.2
62,93,Constant current discharge,Yes,23.8,1852,913.5,9.6,3.2
100,100,Constant current discharge,Yes,25.2,2010,1009.9,10.4,3.1
67,99,Constant current discharge,Yes,23.8,1976,925.8,10,3.2
96,98,Constant current discharge,Yes,23.7,2000,985.3,10.3,3.2
68,92,Constant current discharge,Yes,24.2,1884,935.4,10.1,3.2
91,97,Constant current discharge,Yes,25.2,1997,986.9,10.2,3.1
100,96,Constant current discharge,Yes,24.9,1969,1000.6,10.4,3.1
94,98,Constant current discharge,Yes,25,1989,1005.4,10.3,3.2
63,94,Constant current discharge,Yes,23.6,1823,912.5,9.9,3.2
68,93,Constant current discharge,Yes,23.9,2010,917.2,10.1,3.2
65,94,Constant current discharge,Yes,23.7,1833,923,9.6,3.2
100,99,Constant current discharge,Yes,25.3,2010,989.9,10.4,3.1
71,96,Constant current discharge,Yes,24,1936,931.5,9.9,3.2
100,100,Constant current discharge,Yes,25.3,2010,1005.4,10.4,3.1
73,93,Constant current discharge,Yes,23.6,1824,920.8,9.7,3.2
85,99,Constant current discharge,Yes,25.2,2010,994.2,10.4,3.1
66,93,Constant current discharge,Yes,23.5,1808,921,9.7,3.2
57,93,Constant current discharge,Yes,23.7,1802,928,9.6,3.2
63,93,Constant current discharge,Yes,23.6,1843,912.5,10.3,3.2
63,93,Constant current discharge,Yes,23.8,1979,975.9,9.6,3.2
81,93,Constant current discharge,Yes,23.8,1826,985.6,10,3.2
69,100,Constant current discharge,Yes,24.9,1954,989.1,10,3.1
59,92,Constant current discharge,Yes,23.5,1825,928.4,9.6,3.2
91,99,Constant current discharge,Yes,25.3,2010,971.9,10.4,3.1
92,96,Constant current discharge,Yes,24,2010,994.5,10.3,3.1
95,99,Constant current discharge,Yes,23.8,1859,923.8,9.9,3.2
67,96,Constant current discharge,Yes,23.5,1858,912.5,9.8,3.2
60,95,Constant current discharge,Yes,23.5,1816,912.5,9.6,3.2
62,94,Constant current discharge,Yes,23.6,1885,913,9.6,3.2
72,96,Constant current discharge,Yes,24.2,1855,912.5,10.2,3.2
60,93,Constant current discharge,Yes,24.2,1827,926.4,9.6,3.2
74,97,Constant current discharge,Yes,24.9,1953,979.7,10.3,3.2
98,100,Constant current discharge,Yes,25.1,2006,990.5,10.3,3.2
95,99,Constant current discharge,Yes,25,1912,981.5,10.2,3.2
89,97,Constant current discharge,Yes,24.2,2010,989.4,10.1,3.1
75,92,Constant current discharge,Yes,23.5,1847,912.5,9.7,3.2
86,98,Constant current discharge,Yes,25.1,1999,985.8,10.4,3.1
95,98,Constant current discharge,Yes,25.1,2010,982.8,10.3,3.1
67,94,Constant current discharge,Yes,24.7,1991,917.5,10.2,3.2
93,98,Constant current discharge,Yes,24.2,1972,912.5,10.2,3.2
65,93,Constant current discharge,Yes,24.1,1844,920,9.8,3.2
96,100,Constant current discharge,Yes,23.6,2010,912.5,9.8,3.2
73,97,Constant current discharge,Yes,24.5,1943,981,10,3.2
68,94,Constant current discharge,Yes,23.7,1839,932.2,10.3,3.2
63,93,Constant current discharge,Yes,23.5,1874,912.5,9.8,3.2
91,93,Constant current discharge,Yes,25,2009,912.8,10.2,3.1
98,99,Constant current discharge,Yes,25.3,2010,1001.4,10.4,3.1
94,98,Constant current discharge,Yes,24.9,2010,999.7,10.2,3.1
60,94,Constant current discharge,Yes,24,1842,914.8,10.1,3.2
68,93,Constant current discharge,Yes,23.5,1841,912.5,9.8,3.2
100,97,Constant current discharge,Yes,24.7,1964,981.8,9.9,3.1
63,95,Constant current discharge,Yes,24,1801,912.5,9.9,3.2
75,93,Constant current discharge,Yes,23.6,1831,912.5,9.5,3.2
97,100,Constant current discharge,Yes,25.2,1996,981.8,10.4,3.1
76,93,Constant current discharge,Yes,24,1895,924.5,9.7,3.2
74,99,Constant current discharge,Yes,23.7,1982,918.8,9.7,3.2
87,99,Constant current discharge,Yes,24.9,1814,916.2,10.2,3.1
65,92,Constant current discharge,Yes,23.5,1866,912.5,9.7,3.2
64,98,Constant current discharge,Yes,23.6,1843,942.1,10.3,3.2
62,93,Constant current discharge,Yes,23.9,1985,967.4,10,3.2
86,95,Constant current discharge,Yes,23.7,1843,912.5,9.8,3.2
62,93,Constant current discharge,Yes,23.6,1960,920.1,10.1,3.2
78,92,Constant current discharge,Yes,23.5,1814,912.5,9.6,3.2
90,98,Constant current discharge,Yes,24.1,1924,924.9,10.3,3.2
83,99,Constant current discharge,Yes,24.9,1977,912.5,10.1,3.2
99,100,Constant current discharge,Yes,25.1,2010,991.3,10.3,3.2
63,93,Constant current discharge,Yes,24.3,1854,918.5,9.7,3.2
91,98,Constant current discharge,Yes,24.7,2010,968.2,10.4,3.1
65,92,Constant current discharge,Yes,23.5,1873,912.5,9.5,3.2
58,92,Constant current discharge,Yes,23.7,1975,923,10.2,3.2
59,92,Constant current discharge,Yes,23.7,1815,925.9,9.8,3.2
70,94,Constant current discharge,Yes,23.5,1822,912.5,9.8,3.2
58,94,Constant current discharge,Yes,23.5,1889,912.5,9.6,3.2
70,95,Constant current discharge,Yes,23.5,1880,916.4,9.7,3.2
86,98,Constant current discharge,Yes,24.9,2010,974.9,10.3,3.2
68,94,Constant current discharge,Yes,23.6,1840,912.5,9.4,3.2
95,96,Constant current discharge,Yes,24.6,1983,987.2,9.9,3.2
99,98,Constant current discharge,Yes,24.8,2010,983.8,10.2,3.2
95,97,Constant current discharge,Yes,25,2010,972.8,10.3,3.1
61,94,Constant current discharge,Yes,23.7,1882,932.3,9.6,3.2
93,94,Constant current discharge,Yes,23.7,2003,954,10,3.2
55,93,Constant current discharge,Yes,23.6,1870,912.5,9.5,3.2
67,92,Constant current discharge,Yes,24,1827,912.5,10,3.2
